q1,q2,q1_value,q2_value,probability
1,2,1,1,0.3574897034287192
1,2,1,-1,0.22863517087222385
1,2,-1,1,0.313306971843021
1,2,-1,-1,0.10056815385603529
1,3,1,1,0.3807830477823003
1,3,1,-1,0.20534182651864283
1,3,-1,1,0.16504481759426048
1,3,-1,-1,0.24883030810479578
1,4,1,1,0.5421859415179253
1,4,1,-1,0.0439389327830178
1,4,-1,1,0.36050343743602886
1,4,-1,-1,0.05337168826302736
1,5,1,1,0.5458797231053031
1,5,1,-1,0.04024515119564006
1,5,-1,1,0.3590393116471605
1,5,-1,-1,0.05483581405189574
1,6,1,1,0.1878572727473969
1,6,1,-1,0.39826760155354624
1,6,-1,1,0.17850876131089677
1,6,-1,-1,0.2353663643881595
1,7,1,1,0.4610235488247443
1,7,1,-1,0.12510132547619887
1,7,-1,1,0.2136538671007161
1,7,-1,-1,0.20022125859834008
1,8,1,1,0.134778395491906
1,8,1,-1,0.4513464788090371
1,8,-1,1,0.061496370813115875
1,8,-1,-1,0.35237875488594034
1,9,1,1,0.31147126457682767
1,9,1,-1,0.27465360972411546
1,9,-1,1,0.12821894535234268
1,9,-1,-1,0.2856561803467136
1,10,1,1,0.48768923002496256
1,10,1,-1,0.09843564427598055
1,10,-1,1,0.26350190942430285
1,10,-1,-1,0.15037321627475345
1,11,1,1,0.5483201910286055
1,11,1,-1,0.037804683272337616
1,11,-1,1,0.35629285762653656
1,11,-1,-1,0.0575822680725197
1,12,1,1,0.42892582969478454
1,12,1,-1,0.15719904460615858
1,12,-1,1,0.2848724624451531
1,12,-1,-1,0.12900266325390328
1,13,1,1,0.4671892354417394
1,13,1,-1,0.11893563885920369
1,13,-1,1,0.25856254770178044
1,13,-1,-1,0.1553125779972758
1,14,1,1,0.03396877239193705
1,14,1,-1,0.5521561019090061
1,14,-1,1,0.03801030780246986
1,14,-1,-1,0.3758648178965864
1,15,1,1,0.059456026782860605
1,15,1,-1,0.5266688475180825
1,15,-1,1,0.031574503246227376
1,15,-1,-1,0.3823006224528289
1,16,1,1,0.044257392933996796
1,16,1,-1,0.5418674813669463
1,16,-1,1,0.032568830343427946
1,16,-1,-1,0.3813062953556283
1,17,1,1,0.040753114936432806
1,17,1,-1,0.5453717593645104
1,17,-1,1,0.042367404779337675
1,17,-1,-1,0.37150772091971856
1,18,1,1,0.3592979412547014
1,18,1,-1,0.22682693304624174
1,18,-1,1,0.22017073978088122
1,18,-1,-1,0.19370438591817513
1,19,1,1,0.4484055641082701
1,19,1,-1,0.13771931019267306
1,19,-1,1,0.23918067723188008
1,19,-1,-1,0.17469444846717613
1,20,1,1,0.18414341433276296
1,20,1,-1,0.40198145996818013
1,20,-1,1,0.07969626721400802
1,20,-1,-1,0.33417885848504825
2,3,1,1,0.4311715579348677
2,3,1,-1,0.2396251173368725
2,3,-1,1,0.11465630744169311
2,3,-1,-1,0.21454701728656603
2,4,1,1,0.6182946530061796
2,4,1,-1,0.05250202226556064
2,4,-1,1,0.28439472594777465
2,4,-1,-1,0.04480859878048452
2,5,1,1,0.6188931657251407
2,5,1,-1,0.051903509546599634
2,5,-1,1,0.28602586902732297
2,5,-1,-1,0.04317745570093615
2,6,1,1,0.25634254248349586
2,6,1,-1,0.4144541327882444
2,6,-1,1,0.1100234915747979
2,6,-1,-1,0.21917983315346123
2,7,1,1,0.4354660596573692
2,7,1,-1,0.23533061561437113
2,7,-1,1,0.23921135626809126
2,7,-1,-1,0.08999196846016787
2,8,1,1,0.07109483757917462
2,8,1,-1,0.5997018376925656
2,8,-1,1,0.12517992872584732
2,8,-1,-1,0.20402339600241187
2,9,1,1,0.21249696817821573
2,9,1,-1,0.4582997070935245
2,9,-1,1,0.22719324175095462
2,9,-1,-1,0.10201008297730456
2,10,1,1,0.4970819644886544
2,10,1,-1,0.17371471078308584
2,10,-1,1,0.25410917496061103
2,10,-1,-1,0.07509414976764811
2,11,1,1,0.6170941231472062
2,11,1,-1,0.05370255212453402
2,11,-1,1,0.2875189255079359
2,11,-1,-1,0.0416843992203233
2,12,1,1,0.5010034157972332
2,12,1,-1,0.16979325947450707
2,12,-1,1,0.2127948763427044
2,12,-1,-1,0.1164084483855548
2,13,1,1,0.4855642513049852
2,13,1,-1,0.18523242396675504
2,13,-1,1,0.24018753183853475
2,13,-1,-1,0.08901579288972443
2,14,1,1,0.029777437773207724
2,14,1,-1,0.6410192374985325
2,14,-1,1,0.0422016424211992
2,14,-1,-1,0.2870016823070599
2,15,1,1,0.030016372870099204
2,15,1,-1,0.640780302401641
2,15,-1,1,0.06101415715898876
2,15,-1,-1,0.26818916756927036
2,16,1,1,0.026815885696575018
2,16,1,-1,0.6439807895751654
2,16,-1,1,0.050010337580849724
2,16,-1,-1,0.2791929871474095
2,17,1,1,0.04199402002189895
2,17,1,-1,0.6288026552498415
2,17,-1,1,0.041126499693871534
2,17,-1,-1,0.28807682503438764
2,18,1,1,0.42295070689191494
2,18,1,-1,0.2478459683798252
2,18,-1,1,0.15651797414366758
2,18,-1,-1,0.17268535058459156
2,19,1,1,0.47613771735520033
2,19,1,-1,0.19465895791653992
2,19,-1,1,0.2114485239849499
2,19,-1,-1,0.11775480074330925
2,20,1,1,0.18081884349125577
2,20,1,-1,0.4899778317804845
2,20,-1,1,0.08302083805551523
2,20,-1,-1,0.24618248667274392
3,4,1,1,0.49565537137930415
3,4,1,-1,0.05017249399725669
3,4,-1,1,0.4070340075746502
3,4,-1,-1,0.047138127048788475
3,5,1,1,0.4992263063614334
3,5,1,-1,0.04660155901512739
3,5,-1,1,0.4056927283910303
3,5,-1,-1,0.04847940623240841
3,6,1,1,0.21040619148098194
3,6,1,-1,0.33542167389557886
3,6,-1,1,0.15595984257731174
3,6,-1,-1,0.2982122920461268
3,7,1,1,0.42281354666465487
3,7,1,-1,0.12301431871190602
3,7,-1,1,0.2518638692608056
3,7,-1,-1,0.20230826536263294
3,8,1,1,0.12638793036304802
3,8,1,-1,0.41943993501351284
3,8,-1,1,0.06988683594197392
3,8,-1,-1,0.38428529868146466
3,9,1,1,0.26861920500765846
3,9,1,-1,0.27720866036890235
3,9,-1,1,0.17107100492151187
3,9,-1,-1,0.28310112970192675
3,10,1,1,0.42680646610349116
3,10,1,-1,0.1190213992730697
3,10,-1,1,0.32438467334577437
3,10,-1,-1,0.12978746127766425
3,11,1,1,0.4969139813710354
3,11,1,-1,0.0489138840055255
3,11,-1,1,0.4076990672841067
3,11,-1,-1,0.04647306733933181
3,12,1,1,0.4265002438000053
3,12,1,-1,0.11932762157655558
3,12,-1,1,0.2872980483399324
3,12,-1,-1,0.16687408628350622
3,13,1,1,0.4266294739416374
3,13,1,-1,0.11919839143492338
3,13,-1,1,0.29912230920188243
3,13,-1,-1,0.15504982542155615
3,14,1,1,0.03776413792189357
3,14,1,-1,0.5080637274546672
3,14,-1,1,0.03421494227251333
3,14,-1,-1,0.4199571923509253
3,15,1,1,0.055188693784634854
3,15,1,-1,0.490639171591926
3,15,-1,1,0.03584183624445313
3,15,-1,-1,0.4183302983789855
3,16,1,1,0.04494206804185854
3,16,1,-1,0.5008857973347023
3,16,-1,1,0.031884155235566196
3,16,-1,-1,0.4222879793878725
3,17,1,1,0.04707046510462177
3,17,1,-1,0.49875740027193904
3,17,-1,1,0.03605005461114872
3,17,-1,-1,0.41812208001229
3,18,1,1,0.35353154593953073
3,18,1,-1,0.1922963194370301
3,18,-1,1,0.22593713509605187
3,18,-1,-1,0.22823499952738668
3,19,1,1,0.4191633120622931
3,19,1,-1,0.12666455331426768
3,19,-1,1,0.26842292927785705
3,19,-1,-1,0.18574920534558156
3,20,1,1,0.20544130650677198
3,20,1,-1,0.34038655886978886
3,20,-1,1,0.058398375039999006
3,20,-1,-1,0.39577375958343963
4,5,1,1,0.8759480289748688
4,5,1,-1,0.026741349979085463
4,5,-1,1,0.028971005777594833
4,5,-1,-1,0.06833961526845032
4,6,1,1,0.31419267146836916
4,6,1,-1,0.588496707485585
4,6,-1,1,0.052173362589924506
4,6,-1,-1,0.04513725845612064
4,7,1,1,0.6403510806858288
4,7,1,-1,0.26233829826812555
4,7,-1,1,0.034326335239631744
4,7,-1,-1,0.06298428580641344
4,8,1,1,0.1488996862575211
4,8,1,-1,0.7537896926964333
4,8,-1,1,0.04737508004750083
4,8,-1,-1,0.04993554099854433
4,9,1,1,0.39824925460406607
4,9,1,-1,0.5044401243498882
4,9,-1,1,0.041440955325104244
4,9,-1,-1,0.05586966572094093
4,10,1,1,0.7106626506617968
4,10,1,-1,0.1920267282921575
4,10,-1,1,0.04052848878746869
4,10,-1,-1,0.05678213225857648
4,11,1,1,0.8733642984159367
4,11,1,-1,0.029325080538017568
4,11,-1,1,0.031248750239205432
4,11,-1,-1,0.06606187080683974
4,12,1,1,0.6759910287536791
4,12,1,-1,0.22669835020027512
4,12,-1,1,0.03780726338625849
4,12,-1,-1,0.05950335765978668
4,13,1,1,0.6897707344525501
4,13,1,-1,0.21291864450140402
4,13,-1,1,0.03598104869096973
4,13,-1,-1,0.06132957235507542
4,14,1,1,0.013701596596393346
4,14,1,-1,0.8889877823575608
4,14,-1,1,0.05827748359801355
4,14,-1,-1,0.03903313744803159
4,15,1,1,0.03689524581588097
4,15,1,-1,0.8657941331380732
4,15,-1,1,0.05413528421320702
4,15,-1,-1,0.04317533683283814
4,16,1,1,0.020687502016435915
4,16,1,-1,0.8820018769375183
4,16,-1,1,0.05613872126098884
4,16,-1,-1,0.04117189978505632
4,17,1,1,0.023967398765857958
4,17,1,-1,0.8787219801880964
4,17,-1,1,0.05915312094991252
4,17,-1,-1,0.038157500096132634
4,18,1,1,0.5283481930203136
4,18,1,-1,0.3743411859336407
4,18,-1,1,0.05112048801526902
4,18,-1,-1,0.04619013303077613
4,19,1,1,0.6446668591010501
4,19,1,-1,0.25802251985290414
4,19,-1,1,0.04291938223910015
4,19,-1,-1,0.054391238806945026
4,20,1,1,0.2075284196063303
4,20,1,-1,0.695160959347624
4,20,-1,1,0.0563112619404407
4,20,-1,-1,0.04099935910560449
5,6,1,1,0.31309231477380606
5,6,1,-1,0.5918267199786575
5,6,-1,1,0.053273719284487604
5,6,-1,-1,0.04180724596304818
5,7,1,1,0.6378521472225759
5,7,1,-1,0.2670668875298878
5,7,-1,1,0.036825268702884585
5,7,-1,-1,0.05825569654465122
5,8,1,1,0.14860564876423127
5,8,1,-1,0.7563133859882325
5,8,-1,1,0.04766911754079064
5,8,-1,-1,0.04741184770674514
5,9,1,1,0.39437948626000235
5,9,1,-1,0.5105395484924613
5,9,-1,1,0.045310723669168024
5,9,-1,-1,0.049770241578367784
5,10,1,1,0.7140934474624085
5,10,1,-1,0.19082558729005525
5,10,-1,1,0.03709769198685701
5,10,-1,-1,0.05798327326067882
5,11,1,1,0.8738321894111651
5,11,1,-1,0.031086845341298474
5,11,-1,1,0.03078085924397696
5,11,-1,-1,0.06430010600355883
5,12,1,1,0.6757110670875387
5,12,1,-1,0.2292079676649249
5,12,-1,1,0.03808722505239891
5,12,-1,-1,0.056993740195136894
5,13,1,1,0.6911566670487681
5,13,1,-1,0.21376236770369544
5,13,-1,1,0.034595116094751785
5,13,-1,-1,0.06048584915278401
5,14,1,1,0.013925602562679926
5,14,1,-1,0.8909934321897836
5,14,-1,1,0.058053477631726975
5,14,-1,-1,0.03702748761580882
5,15,1,1,0.03702773419866131
5,15,1,-1,0.867891300553802
5,15,-1,1,0.05400279583042667
5,15,-1,-1,0.041078169417109116
5,16,1,1,0.02097142133562833
5,16,1,-1,0.8839476134168354
5,16,-1,1,0.05585480194179643
5,16,-1,-1,0.03922616330573939
5,17,1,1,0.025447098352156368
5,17,1,-1,0.8794719364003073
5,17,-1,1,0.05767342136361413
5,17,-1,-1,0.03740754388392167
5,18,1,1,0.5314893923721772
5,18,1,-1,0.3734296423802865
5,18,-1,1,0.047979288663405464
5,18,-1,-1,0.04710167658413033
5,19,1,1,0.6472132052027818
5,19,1,-1,0.25770582954968185
5,19,-1,1,0.04037303613736845
5,19,-1,-1,0.05470792911016737
5,20,1,1,0.21056648641714795
5,20,1,-1,0.6943525483353156
5,20,-1,1,0.053273195129623044
5,20,-1,-1,0.041807770117912764
6,7,1,1,0.2679728121703664
6,7,1,-1,0.09839322188792736
6,7,-1,1,0.4067046037550941
6,7,-1,-1,0.22692936218661164
6,8,1,1,0.08388892047897853
6,8,1,-1,0.28247711357931515
6,8,-1,1,0.11238584582604338
6,8,-1,-1,0.5212481201156624
6,9,1,1,0.1723383519389867
6,9,1,-1,0.19402768211930702
6,9,-1,1,0.26735185799018363
6,9,-1,-1,0.3662821079515221
6,10,1,1,0.20613003928069212
6,10,1,-1,0.16023599477760156
6,10,-1,1,0.5450611001685735
6,10,-1,-1,0.0885728657731324
6,11,1,1,0.3105432070188293
6,11,1,-1,0.05582282703946434
6,11,-1,1,0.5940698416363128
6,11,-1,-1,0.039564124305392974
6,12,1,1,0.22890168779405373
6,12,1,-1,0.13746434626423998
6,12,-1,1,0.4848966043458839
6,12,-1,-1,0.14873736159582185
6,13,1,1,0.23180942361086906
6,13,1,-1,0.13455661044742462
6,13,-1,1,0.49394235953265087
6,13,-1,-1,0.1396916064090549
6,14,1,1,0.041843443273271046
6,14,1,-1,0.3245225907850226
6,14,-1,1,0.030135636921135852
6,14,-1,-1,0.6034983290205699
6,15,1,1,0.04883123748640496
6,15,1,-1,0.31753479657188877
6,15,-1,1,0.04219929254268301
6,15,-1,-1,0.5914346733990227
6,16,1,1,0.04448044530086383
6,16,1,-1,0.3218855887574298
6,16,-1,1,0.03234577797656091
6,16,-1,-1,0.6012881879651448
6,17,1,1,0.0476571296842391
6,17,1,-1,0.3187089043740546
6,17,-1,1,0.03546339003153138
6,17,-1,-1,0.5981705759101744
6,18,1,1,0.22234079133130846
6,18,1,-1,0.1440252427269852
6,18,-1,1,0.3571278897042741
6,18,-1,-1,0.27650607623743156
6,19,1,1,0.23815773179896743
6,19,1,-1,0.12820830225932622
6,19,-1,1,0.4494285095411828
6,19,-1,-1,0.184205456400523
6,20,1,1,0.11200579341412695
6,20,1,-1,0.25436024064416674
6,20,-1,1,0.15183388813264403
6,20,-1,-1,0.4818000778090617
7,8,1,1,0.14951435077992942
7,8,1,-1,0.525163065145531
7,8,-1,1,0.046760415525092525
7,8,-1,-1,0.2785621685494465
7,9,1,1,0.37467694518566863
7,9,1,-1,0.3000004707397919
7,9,-1,1,0.06501326474350173
7,9,-1,-1,0.2603093193310372
7,10,1,1,0.5367794782926616
7,10,1,-1,0.13789793763279878
7,10,-1,1,0.2144116611566038
7,10,-1,-1,0.11091092291793513
7,11,1,1,0.644095860807586
7,11,1,-1,0.030581555117874505
7,11,-1,1,0.2605171878475561
7,11,-1,-1,0.06480539622698281
7,12,1,1,0.5000973971426792
7,12,1,-1,0.17458001878278115
7,12,-1,1,0.21370089499725828
7,12,-1,-1,0.11162168907728064
7,13,1,1,0.5345466079994343
7,13,1,-1,0.14013080792602622
7,13,-1,1,0.1912051751440857
7,13,-1,-1,0.13411740893045326
7,14,1,1,0.029866252442203433
7,14,1,-1,0.6448111634832571
7,14,-1,1,0.042112827752203486
7,14,-1,-1,0.2832097563223354
7,15,1,1,0.05248809159913066
7,15,1,-1,0.6221893243263298
7,15,-1,1,0.03854243842995732
7,15,-1,-1,0.28678014564458165
7,16,1,1,0.03711348821699538
7,16,1,-1,0.637563927708465
7,16,-1,1,0.03971273506042935
7,16,-1,-1,0.2856098490141096
7,17,1,1,0.037288864331637125
7,17,1,-1,0.6373885515938233
7,17,-1,1,0.045831655384133356
7,17,-1,-1,0.27949092869040565
7,18,1,1,0.40899703331912374
7,18,1,-1,0.2656803826063367
7,18,-1,1,0.17047164771645884
7,18,-1,-1,0.15485093635808006
7,19,1,1,0.49966592825333767
7,19,1,-1,0.17501148767212277
7,19,-1,1,0.1879203130868125
7,19,-1,-1,0.13740227098772642
7,20,1,1,0.1984776572998004
7,20,1,-1,0.47619975862566
7,20,-1,1,0.06536202424697059
7,20,-1,-1,0.2599605598275683
8,9,1,1,0.16562179373044064
8,9,1,-1,0.03065297257458129
8,9,-1,1,0.2740684161987297
8,9,-1,-1,0.5296568174962477
8,10,1,1,0.1472358994764294
8,10,1,-1,0.04903886682859249
8,10,-1,1,0.603955239972836
8,10,-1,-1,0.19976999372214144
8,11,1,1,0.14970800146994848
8,11,1,-1,0.046566764835073396
8,11,-1,1,0.7549050471851935
8,11,-1,-1,0.048820186509783925
8,12,1,1,0.14543398867156193
8,12,1,-1,0.050840777633459955
8,12,-1,1,0.5683643034683756
8,12,-1,-1,0.2353609302266019
8,13,1,1,0.14931071495329493
8,13,1,-1,0.04696405135172699
8,13,-1,1,0.576441068190225
8,13,-1,-1,0.2272841655047525
8,14,1,1,0.05174204680230682
8,14,1,-1,0.14453271950271507
8,14,-1,1,0.020237033392100083
8,14,-1,-1,0.7834882003028774
8,15,1,1,0.07391987013165376
8,15,1,-1,0.12235489617336814
8,15,-1,1,0.017110659897434224
8,15,-1,-1,0.7866145737975432
8,16,1,1,0.06156807443978143
8,16,1,-1,0.13470669186524048
8,16,-1,1,0.015258148837643317
8,16,-1,-1,0.7884670848573343
8,17,1,1,0.05464887736929964
8,17,1,-1,0.14162588893572228
8,17,-1,1,0.02847164234647085
8,17,-1,-1,0.7752535913485067
8,18,1,1,0.13842135469227598
8,18,1,-1,0.05785341161274594
8,18,-1,1,0.44104732634330657
8,18,-1,-1,0.3626779073516708
8,19,1,1,0.14552344816429924
8,19,1,-1,0.05075131814072268
8,19,-1,1,0.5420627931758509
8,19,-1,-1,0.26166244051912657
8,20,1,1,0.0854977341739757
8,20,1,-1,0.1107770321310462
8,20,-1,1,0.17834194737279524
8,20,-1,-1,0.6253832863221824
9,10,1,1,0.3818913220385341
9,10,1,-1,0.05779888789063625
9,10,-1,1,0.3692998174107313
9,10,-1,-1,0.19100997266009764
9,11,1,1,0.40222701305393127
9,11,1,-1,0.03746319687523905
9,11,-1,1,0.502386035601211
9,11,-1,-1,0.05792375446961826
9,12,1,1,0.3393564225606893
9,12,1,-1,0.10033378736848099
9,12,-1,1,0.3744418695792482
9,12,-1,-1,0.18586792049158082
9,13,1,1,0.35410155741917293
9,13,1,-1,0.08558865250999738
9,13,-1,1,0.37165022572434697
9,13,-1,-1,0.18865956434648212
9,14,1,1,0.042365164598411706
9,14,1,-1,0.3973250453307585
9,14,-1,1,0.02961391559599522
9,14,-1,-1,0.5306958744748339
9,15,1,1,0.06873299013549579
9,15,1,-1,0.3709572197936745
9,15,-1,1,0.0222975398935922
9,15,-1,-1,0.5380122501772369
9,16,1,1,0.053057711861351727
9,16,1,-1,0.3866324980678185
9,16,-1,1,0.023768511416073012
9,16,-1,-1,0.5365412786547561
9,17,1,1,0.047882750008716266
9,17,1,-1,0.39180745992045396
9,17,-1,1,0.03523776970705424
9,17,-1,-1,0.5250720203637749
9,18,1,1,0.2880411580282557
9,18,1,-1,0.15164905190091463
9,18,-1,1,0.29142752300732694
9,18,-1,-1,0.2688822670635021
9,19,1,1,0.3411334624962261
9,19,1,-1,0.09855674743294418
9,19,-1,1,0.3464527788439241
9,19,-1,-1,0.21385701122690504
9,20,1,1,0.15640093919830345
9,20,1,-1,0.28328927073086685
9,20,-1,1,0.10743874234846756
9,20,-1,-1,0.4528710477223614
10,11,1,1,0.7155033060095168
10,11,1,-1,0.03568783343974862
10,11,-1,1,0.18910974264562525
10,11,-1,-1,0.059699117905108685
10,12,1,1,0.577030004548189
10,12,1,-1,0.17416113490107635
10,12,-1,1,0.1367682875917485
10,12,-1,-1,0.1120405729589855
10,13,1,1,0.5890973227852228
10,13,1,-1,0.1620938166640427
10,13,-1,1,0.13665446035829712
10,13,-1,-1,0.1121544001924368
10,14,1,1,0.027017262213095555
10,14,1,-1,0.7241738772361697
10,14,-1,1,0.044961817981311346
10,14,-1,-1,0.20384704256942263
10,15,1,1,0.04840871128364674
10,15,1,-1,0.7027824281656188
10,15,-1,1,0.04262181874544123
10,15,-1,-1,0.20618704180529282
10,16,1,1,0.0333047563512738
10,16,1,-1,0.7178863830979916
10,16,-1,1,0.04352146692615093
10,16,-1,-1,0.20528739362458298
10,17,1,1,0.03562366823212374
10,17,1,-1,0.7155674712171416
10,17,-1,1,0.047496851483646754
10,17,-1,-1,0.2013120090670873
10,18,1,1,0.46319491287019776
10,18,1,-1,0.2879962265790676
10,18,-1,1,0.11627376816538484
10,18,-1,-1,0.13253509238534913
10,19,1,1,0.5708730017942004
10,19,1,-1,0.18031813765506483
10,19,-1,1,0.11671323954594966
10,19,-1,-1,0.13209562100478434
10,20,1,1,0.1965227634821209
10,20,1,-1,0.5546683759671445
10,20,-1,1,0.06731691806465011
10,20,-1,-1,0.18149194248608388
11,12,1,1,0.6892738524819755
11,12,1,-1,0.21533919617316644
11,12,-1,1,0.024524439657961947
11,12,-1,-1,0.07086251168689538
11,13,1,1,0.7025448738255466
11,13,1,-1,0.20206817482959544
11,13,-1,1,0.02320690931797332
11,13,-1,-1,0.072180042026884
11,14,1,1,0.01482576231920798
11,14,1,-1,0.8897872863359341
11,14,-1,1,0.05715331787519892
11,14,-1,-1,0.03823363346965838
11,15,1,1,0.03831828459070875
11,15,1,-1,0.8662947640644333
11,15,-1,1,0.052712245438379234
11,15,-1,-1,0.04267470590647805
11,16,1,1,0.021975816906998073
11,16,1,-1,0.8826372317481439
11,16,-1,1,0.05485040637042668
11,16,-1,-1,0.04053654497443064
11,17,1,1,0.02652163897727472
11,17,1,-1,0.8780914096778674
11,17,-1,1,0.05659888073849577
11,17,-1,-1,0.03878807060636154
11,18,1,1,0.5352762779224898
11,18,1,-1,0.36933677073265236
11,18,-1,1,0.04419240311309282
11,18,-1,-1,0.05119454823176448
11,19,1,1,0.6513318247742106
11,19,1,-1,0.25328122388093155
11,19,-1,1,0.036254416565939585
11,19,-1,-1,0.05913253477891773
11,20,1,1,0.2092120674064078
11,20,1,-1,0.6954009812487343
11,20,-1,1,0.0546276141403632
11,20,-1,-1,0.040759337204494116
12,13,1,1,0.6433242656575429
12,13,1,-1,0.07047402648239479
12,13,-1,1,0.08242751748597713
12,13,-1,-1,0.20377419037408462
12,14,1,1,0.028563361117953625
12,14,1,-1,0.6852349310219841
12,14,-1,1,0.0434157190764533
12,14,-1,-1,0.24278598878360846
12,15,1,1,0.048778933106579984
12,15,1,-1,0.6650193590333575
12,15,-1,1,0.042251596922508
12,15,-1,-1,0.2439501109375538
12,16,1,1,0.03548404780718655
12,16,1,-1,0.678314244332751
12,16,-1,1,0.041342175470238204
12,16,-1,-1,0.24485953238982366
12,17,1,1,0.039512574550606784
12,17,1,-1,0.6742857175893306
12,17,-1,1,0.04360794516516371
12,17,-1,-1,0.24259376269489805
12,18,1,1,0.4676254581126701
12,18,1,-1,0.24617283402726745
12,18,-1,1,0.11184322292291252
12,18,-1,-1,0.1743584849371493
12,19,1,1,0.5476802302268793
12,19,1,-1,0.16611806191305822
12,19,-1,1,0.13990601111327086
12,19,-1,-1,0.14629569674679097
12,20,1,1,0.18876843947975652
12,20,1,-1,0.5250298526601811
12,20,-1,1,0.07507124206701443
12,20,-1,-1,0.2111304657930473
13,14,1,1,0.028146775116764944
13,14,1,-1,0.6976050080267551
13,14,-1,1,0.04383230507764196
13,14,-1,-1,0.23041591177883747
13,15,1,1,0.051086485182121125
13,15,1,-1,0.6746652979613987
13,15,-1,1,0.03994404484696687
13,15,-1,-1,0.23430417200951265
13,16,1,1,0.03604073874782621
13,16,1,-1,0.6897110443956936
13,16,-1,1,0.04078548452959852
13,16,-1,-1,0.23346273232688092
13,17,1,1,0.03900968511709097
13,17,1,-1,0.6867420980264289
13,17,-1,1,0.04411083459867953
13,17,-1,-1,0.2301373822578
13,18,1,1,0.46682377173691636
13,18,1,-1,0.2589280114066035
13,18,-1,1,0.11264490929866613
13,18,-1,-1,0.16160330755781335
13,19,1,1,0.5393273273695065
13,19,1,-1,0.1864244557740136
13,19,-1,1,0.1482589139706438
13,19,-1,-1,0.12598930288583565
13,20,1,1,0.20281315024564237
13,20,1,-1,0.5229386328978776
13,20,-1,1,0.06102653130112863
13,20,-1,-1,0.21322168555535084
14,15,1,1,0.058551423889583974
14,15,1,-1,0.01342765630482295
14,15,-1,1,0.03247910613950401
14,15,-1,-1,0.8955418136660884
14,16,1,1,0.05987529688292641
14,16,1,-1,0.012103783311480498
14,16,-1,1,0.01695092639449833
14,16,-1,-1,0.911069993411094
14,17,1,1,0.05942572062482145
14,17,1,-1,0.012553359569585455
14,17,-1,1,0.023694799090949032
14,17,-1,-1,0.9043261207146431
14,18,1,1,0.04015617418358631
14,18,1,-1,0.031822906010820606
14,18,-1,1,0.5393125068519964
14,18,-1,-1,0.3887084129535961
14,19,1,1,0.03262193858909782
14,19,1,-1,0.0393571416053091
14,19,-1,1,0.6549643027510526
14,19,-1,-1,0.2730566170545401
14,20,1,1,0.05115625417072238
14,20,1,-1,0.020822826023684533
14,20,-1,1,0.21268342737604862
14,20,-1,-1,0.7153374924295439
15,16,1,1,0.06762363483646835
15,16,1,-1,0.023406895192619633
15,16,-1,1,0.009202588440956401
15,16,-1,-1,0.8997668815299549
15,17,1,1,0.05945242138418895
15,17,1,-1,0.03157810864489902
15,17,-1,1,0.023668098331581528
15,17,-1,-1,0.8853013716393299
15,18,1,1,0.05733227295227223
15,18,1,-1,0.03369825707681576
15,18,-1,1,0.5221364080833104
15,18,-1,-1,0.386833061887601
15,19,1,1,0.05495917298662908
15,19,1,-1,0.03607135704245891
15,19,-1,1,0.6326270683535211
15,19,-1,-1,0.27634240161739027
15,20,1,1,0.058809149166286885
15,20,1,-1,0.032221380862801095
15,20,-1,1,0.20503053238048413
15,20,-1,-1,0.7039389375904272
16,17,1,1,0.059699612549643274
16,17,1,-1,0.01712661072778147
16,17,-1,1,0.02342090716612722
16,17,-1,-1,0.8997528695564474
16,18,1,1,0.04670051744906129
16,18,1,-1,0.03012570582836345
16,18,-1,1,0.5327681635865212
16,18,-1,-1,0.39040561313605326
16,19,1,1,0.04025212545280404
16,19,1,-1,0.03657409782462072
16,19,-1,1,0.6473341158873461
16,19,-1,-1,0.2758396608352285
16,20,1,1,0.057302096377739475
16,20,1,-1,0.019524126899685273
16,20,-1,1,0.20653758516903153
16,20,-1,-1,0.7166361915535432
17,18,1,1,0.047142390483311716
17,18,1,-1,0.035978129232458786
17,18,-1,1,0.5323262905522709
17,18,-1,-1,0.38455318973195796
17,19,1,1,0.03940116723453303
17,19,1,-1,0.043719352481237456
17,19,-1,1,0.6481850741056171
17,19,-1,-1,0.26869440617861173
17,20,1,1,0.05339915730183585
17,20,1,-1,0.02972136241393462
17,20,-1,1,0.21044052424493512
17,20,-1,-1,0.7064389560392939
18,19,1,1,0.5127907796057236
18,19,1,-1,0.0666779014298589
18,19,-1,1,0.17479546173442645
18,19,-1,-1,0.24573585722999028
18,20,1,1,0.19104528886838665
18,20,1,-1,0.388423392167196
18,20,-1,1,0.07279439267838432
18,20,-1,-1,0.34773692628603253
19,20,1,1,0.19346645202602086
19,20,1,-1,0.49411978931412937
19,20,-1,1,0.07037322952075012
19,20,-1,-1,0.24204052913909901
